no;urut;kode;pemda;pdrbb2013;pdrbb2014;pdrbb2015;pdrbb2016;pdrbb2017;pdrbb2018;pdrbb2019;pdrbb2020;pdrbb2021;pdrbb2022;pdrbb2023;gpdrbb2014;gpdrbb2015;gpdrbb2016;gpdrbb2017;gpdrbb2018;gpdrbb2019;gpdrbb2020;gpdrbb2021;gpdrbb2022;gpdrbb2023;bd2014;bd2015;bd2016;bd2017;bd2018;bd2019;bd2020;bd2021;bd2022;bd2023;prpad2014;prpad2015;prpad2016;prpad2017;prpad2018;prpad2019;prpad2020;prpad2021;prpad2022;prpad2023;prbm2014;prbm2015;prbm2016;prbm2017;prbm2018;prbm2019;prbm2020;prbm2021;prbm2022;prbm2023;eftpad2014;eftpad2015;eftpad2016;eftpad2017;eftpad2018;eftpad2019;eftpad2020;eftpad2021;eftpad2022;eftpad2023;ba2014;ba2015;ba2016;ba2017;ba2018;ba2019;ba2020;ba2021;ba2022;ba2023;psilpa2014;psilpa2015;psilpa2016;psilpa2017;psilpa2018;psilpa2019;psilpa2020;psilpa2021;psilpa2022;psilpa2023;size2014;size2015;size2016;size2017;size2018;size2019;size2020;size2021;size2022;size2023;opinib2014;opinib2015;opinib2016;opinib2017;opinib2018;opinib2019;opinib2020;opinib2021;opinib2022;opinib2023;area2014;area2015;area2016;area2017;area2018;area2019;area2020;area2021;area2022;area2023;adm2014;adm2015;adm2016;adm2017;adm2018;adm2019;adm2020;adm2021;adm2022;adm2023
225;300;1612;KABUPATEN PENUKAL ABAB LEMATANG ILIR (PALI);1612;4748;5098;5387;5846;6496;7090;7130;7527;8195;8719;;;;;;;;;;;0,400095613;0,449166042;0,060950428;0,097625674;0,096083757;0,033047009;0,370218873;0,152723623;0,227206704;0,052543502;0,019454566;0,010807055;0,032680424;0,057376429;0,060657939;0,055584622;0,050216244;0,041525803;0,037237961;0,047166933;0,535248347;0,237627302;0,4360933;0,410503279;0,458064139;0,478288954;0,279072165;0,35199122;0,387433661;0,391405404;0,419664001;0,229286988;0,800958125;1,000188584;0,896768667;0,905633116;0,432177326;0,783129312;0,800653866;0,97846046;0,348312368;0,599686041;0,062363025;0,059329845;0,139943644;0,008379284;0,305460273;0,03215507;0,155677173;0,083584398;0,035573272;0,252837099;0,004431992;0,031945921;0,005087032;0,016854235;0,007604525;0,143464648;0,279078295;0,11015748;5,25497E+11;8,55167E+11;1,21951E+12;1,73065E+12;2,40343E+12;2,75215E+12;2,9737E+12;3,10682E+12;3,5642E+12;3,6547E+12;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;301;1809;KABUPATEN PESAWARAN;1809;10818;11717;12861;13994;15155;16403;16212;16815;18601;20217;;;;;;;;;;;0,012828827;0,003800733;0,031913981;0,120647405;0,020071556;0,00878899;0,092539953;0,037469893;0,059637045;0,070643584;0,03993369;0,038857254;0,035363829;0,037755097;0,04530996;0,051335014;0,056589315;0,06605284;0,06714774;0,072598637;0,282037126;0,220604223;0,281681686;0,255710201;0,24763852;0,154779582;0,136465638;0,112773567;0,139954834;0,13091215;1,203044122;0,953258647;0,982749345;0,879829345;0,973612827;0,957874883;0,985554979;1,056156072;0,599717327;0,52188039;0,086787253;0,035887953;0,009309939;0,038663368;0,021344172;0,051629212;0,11337664;0,071533261;0,133439726;0,076598803;0,065927612;0,04776855;0,011491188;0,04487563;0,002742638;0,010398955;0,00780227;0,012117084;0,006677608;0,006944834;1,47576E+12;1,47073E+12;1,78732E+12;1,94451E+12;2,11708E+12;2,30847E+12;2,29332E+12;2,28943E+12;2,29314E+12;4,70135E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
227;302;1813;KABUPATEN PESISIR BARAT;1813;2921;3232;3616;3948;4283;4649;4678;4892;5345;5735;;;;;;;;;;;0,053195874;0,01085804;0,050615603;0,009887177;0,012365752;0,002848204;0,077770279;0,123927119;0,137548849;0,083909451;0,030411561;0,02033745;0,028046736;0,052754219;0,030285071;0,035262448;0,034483983;0,035834748;0,021769708;0,02839075;0,267675929;0,402677407;0,45112351;0,387122603;0,288186559;0,216372519;0,220928937;0,25345852;0,282646091;0,202750128;4,048458553;2,675391656;1,248597108;2,036125308;0,838639737;0,972030649;0,665811013;0,464201746;0,217798668;0,224078122;0,134470448;0,035299186;0,065513153;0,014987209;0,014867984;0,042343873;0,06998571;0,114087487;0,13493962;0,136774443;0,178948726;0,13864434;0,114099746;0,099828181;0,076620523;0,082027433;0,042477307;0,011205443;0,009742774;0,007469926;7,08627E+11;7,75706E+11;1,04933E+12;1,27614E+12;1,48679E+12;1,56158E+12;1,62186E+12;1,72279E+12;1,87458E+12;1,89042E+12;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
228;303;1301;KABUPATEN PESISIR SELATAN;1301;9114;10197;11271;12070;13050;14045;14096;14927;16606;18026;;;;;;;;;;;0,009501078;0,047524496;0,039016353;0,029886012;0,037061859;0,029298865;0,088135197;0,029701879;0,002724778;0,01891618;0,07382798;0,078436748;0,074704879;0,116858903;0,081030105;0,079342976;0,081463851;0,086178872;0,089021973;0,092820744;0,186573374;0,203785378;0,189248987;0,170414406;0,163979153;0,19182097;0,16223329;0,137413386;0,161550164;0,146554971;1,733570023;1,185619816;1,303336394;1,523769756;0,990614353;0,882253304;0,848695236;0,993674666;1,042594622;1,109393553;0,04442362;0,078817599;0,106713753;0,031385598;0,004796071;0,066327177;0,129208014;0,079897683;0,018162622;0,038754994;0,110231813;0,113592548;0,078457716;0,059425156;0,016510497;0,009976514;0,013055098;0,064029532;0,066496638;0,078155532;1,74077E+12;1,90036E+12;2,08144E+12;1,99717E+12;2,11948E+12;2,30921E+12;2,44913E+12;2,64607E+12;2,7871E+12;5,86798E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
229;305;1118;KABUPATEN PIDIE JAYA;1118;2389;2598;2770;3013;3242;3461;3500;3680;3980;4349;;;;;;;;;;;0,003991961;0,267562055;0,033789783;0,405275469;0,005045827;0,060707053;0,136400435;0,034570496;0,02992487;0,05139706;0,044000935;0,049777733;0,045870634;0,035130006;0,067268116;0,065679514;0,082673228;0,087064221;0,091230837;0,112739433;0,280579841;0,354523741;0,30447655;0,240879144;0,149579031;0,200460906;0,185150526;0,188895006;0,188668615;0,139973548;1,055729332;1,480057037;0,93711761;0,961098575;0,820468783;0,995140058;0,998688949;0,896040789;0,842834941;1,050499064;0,044623199;0,246167428;0,041984165;0,007929239;0,005578808;0,037247899;0,075649488;0,027752137;0,01352979;0,086335894;0,056636366;0,047250634;0,050246448;0,314025069;0,094166156;0,099859117;0,037305338;0,030859605;0,045323156;0,014539786;1,28791E+12;1,38957E+12;1,55017E+12;1,9618E+12;1,65851E+12;1,83149E+12;1,77849E+12;1,81634E+12;1,85624E+12;3,64029E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;306;7315;KABUPATEN PINRANG;7315;11367;13142;14704;16361;18088;19630;20083;21759;23765;25146;;;;;;;;;;;0,080842293;0,138831811;0,001116356;0,064461228;0,053555584;0,017728314;0,030339655;0,016011388;0,020258348;0,04379138;0,093861939;0,081695476;0,088348329;0,09733137;0,101858911;0,102514484;0,099910858;0,105363701;0,117079781;0,132086891;0,200572463;0,274359997;0,259920973;0,210356118;0,166580741;0,120365278;0,178939042;0,120078324;0,163477429;0,148724163;1,759965926;1,08151717;1,20518574;1,136912397;1,319887744;1,197022645;0,999636132;0,982935721;1,139832817;1,035150172;0,029701837;0,108802356;0,061580116;0,040793717;0,094759599;0,011996236;0,051967934;0,106553414;0,032094423;0,024855435;0,11179874;0,120021925;0,116078322;0,119383558;0,060289022;0,065075176;0,055239232;0,040186084;0,053379298;0,045471731;2,12214E+12;1,94551E+12;2,53998E+12;2,90679E+12;2,84627E+12;2,87176E+12;2,99881E+12;3,05155E+12;3,11193E+12;3,13063E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
231;307;7504;KABUPATEN POHUWATO;7504;4064;4570;5119;5577;6084;6623;6736;7056;7540;8115;;;;;;;;;;;0,02573465;0,064723663;0,0035631;0,009341517;0,001364562;0,007624094;0,108582542;0,032492031;0,030288352;0,001713625;0,062096316;0,064575104;0,07304337;0,084399247;0,05764581;0,064230543;0,053301733;0,080128539;0,072103391;0,096046364;0,211335911;0,242362531;0,227904018;0,179424603;0,186862109;0,192557318;0,182786394;0,17921716;0,18888354;0,103485727;0,854636179;1,193979924;1,515205384;1,528123443;1,063945755;1,13063239;0,693359275;0,99166217;0,994464078;1,023286133;0,04054728;0,067644938;0,029326236;0,013349604;0,028912315;0,019721487;0,122442057;0,013745407;0,016215681;0,014526232;0,087576785;0,064915507;0,079090817;0,043164566;0,033318539;0,01316515;0,012389794;0,08411133;0,032625387;0,018734681;8,75408E+11;9,5493E+11;1,14696E+12;1,22139E+12;1,2295E+12;1,33498E+12;1,39109E+12;1,47276E+12;1,47007E+12;1,41406E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
232;308;7604;KABUPATEN POLEWALI MANDAR;7604;8235;9372;10315;11335;12448;13369;13273;13812;14844;16000;;;;;;;;;;;0,117655774;0,058570051;0,014282046;0,074195454;0,008541265;0,006348757;0,037525882;0,024366712;0,028025486;0,031163502;0,101522433;0,098929138;0,097199801;0,152666678;0,100973517;0,108212058;0,140322527;0,171849593;0,123349261;0,132118645;0,156081468;0,203731648;0,230471062;0,204486481;0,165164995;0,222609302;0,199276903;0,143664641;0,116617055;0,148455756;2,350758268;1,008298979;1,154032629;1,626726888;0,666547051;1,022404;1,178615372;1,280138128;0,791527259;0,90474197;0,051483347;0,040661058;0,02027896;0,058851489;0,009854458;0,0228729;0,031586259;0,024494256;0,016379871;0,046422045;0,057849052;0,067944167;0,016310771;0,019766878;0,019443508;0,037416427;0,033588483;0,048170792;0,006098286;0,008294646;1,14137E+12;1,37601E+12;1,96871E+12;1,76152E+12;1,94586E+12;2,24822E+12;2,35018E+12;2,42128E+12;2,40544E+12;2,46126E+12;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
233;309;3502;KABUPATEN PONOROGO;3502;13394;14916;16419;17690;19181;20499;20513;21350;23028;25248;;;;;;;;;;;0,070505324;0,034346564;0,029502921;0,053607959;0,020122223;0,011612036;0,052573533;0,055049802;0,009175604;0,026472034;0,116570473;0,112860248;0,118478075;0,139144273;0,125641633;0,124640917;0,134707083;0,161865942;0,141189503;0,156464556;0,108811852;0,171067878;0,179184751;0,207953062;0,182474149;0,176533263;0,124667521;0,106517842;0,164861998;0,133438372;1,551110162;1,188706073;1,128768102;1,369118281;1,225475468;1,174817386;1,027737088;1,386758323;1,053194412;1,17058269;0,012228381;0,002134325;0,067855088;0,015189048;0,019983739;0,03594859;0,086396364;0,112211543;0,013162501;0,029578703;0,111173209;0,091833211;0,034844282;0,020428036;0,057587286;0,018364123;0,04751555;0,136899091;0,10816263;0,03369321;3,14879E+12;2,09714E+12;2,32025E+12;2,68975E+12;2,84053E+12;2,61867E+12;2,41102E+12;2,63734E+12;2,80417E+12;6,77526E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;311;1810;KABUPATEN PRINGSEWU;1810;7359;8037;8896;9686;10408;11252;11166;11659;12842;14010;;;;;;;;;;;0,049619372;0,107555383;0,091723011;0,005299199;0,028140042;0,003310943;0,102135196;0,055270412;0,016458771;0,00257822;0,071820892;0,059474459;0,060715544;0,09847638;0,062426541;0,071557339;0,081916047;0,090503912;0,108795458;0,116569151;0,154306731;0,2318193;0,240589577;0,232756499;0,181482681;0,158303522;0,126825618;0,172558356;0,124850791;0,099579933;1,774557946;1,16811847;0,965407617;1,511967557;0,870237078;0,980865056;0,820997479;0,889220966;0,997158064;1,07177539;0,021553846;0,04824523;0,053802954;0,043116453;0,050504154;0,037844235;0,130563185;0,067706028;0,051872369;0,018255059;0,081894354;0,09782372;0,030555211;0,036940141;0,029546535;0,037248591;0,051003798;0,039132644;0,041247297;0,033145083;1,35798E+12;1,46933E+12;1,73009E+12;1,98032E+12;2,06336E+12;2,04964E+12;2,08422E+12;2,1684E+12;2,22368E+12;4,42641E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;312;3513;KABUPATEN PROBOLINGGO;3513;23158;25689;28067;29962;32014;34020;33721;35606;38933;42377;;;;;;;;;;;0,096367252;0,042790478;0,036939366;0,031159394;0,013860323;0,011948144;0,046524722;0,027269865;0,007359622;0,067170035;0,117921255;0,112566636;0,112356744;0,143201564;0,107249194;0,102044877;0,109321331;0,125175695;0,11148811;0,130598155;0,14382805;0,182559493;0,142068668;0,156058348;0,111722488;0,148342288;0,110588715;0,078533561;0,098219674;0,0975503;1,526185485;1,265747891;1,098739135;1,374890859;1,061909367;1,051192982;1,041706612;1,24313303;1,014409957;1,170925115;0,040413016;0,017258817;0,037126281;0,013502796;0,031325009;0,005006549;0,073222063;0,110945578;0,045254949;0,003575908;0,182473102;0,140161809;0,071934366;0,084086153;0,085814777;0,072943031;0,084192975;0,140683789;0,135590713;0,127486432;2,9569E+12;2,19967E+12;2,23423E+12;2,26411E+12;2,306E+12;2,44129E+12;2,68859E+12;3,1128E+12;3,16587E+12;6,15422E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;313;6211;KABUPATEN PULANG PISAU;6211;3222;3650;4030;4435;4882;5297;5589;5970;6465;6996;;;;;;;;;;;0,021291667;0,157495793;0,018395333;0,010538599;0,012424231;0,014941491;0,082350006;0,085046702;0,101624631;0,13899657;0,04398552;0,040276923;0,038261583;0,037945651;0,04126753;0,080634807;0,045999923;0,122484665;0,115699605;0,102267414;0,311855506;0,373800082;0,344916474;0,318307518;0,256390105;0,216913344;0,223228475;0,191157705;0,212142081;0,291233071;1,416173609;1,403377522;1,087954853;0,905851385;0,934436836;1,710690357;0,870221704;2,701625383;1,901305513;1,841876686;0,019597826;0,142889441;0,019633639;0,013650549;0,034077057;0,014841431;0,097538958;0,043452031;0,024268458;0,128260778;0,123186676;0,066855026;0,034319082;0,010172404;0,046485083;0,077092271;0,078257773;0,149765445;0,17340013;0,107542485;2,63243E+12;1,83276E+12;2,00768E+12;1,99379E+12;2,01749E+12;1,87127E+12;2,06626E+12;2,14341E+12;2,32149E+12;4,54594E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;317;9107;KABUPATEN PUNCAK JAYA;9107;903;1027;1124;1207;1301;1407;1387;1406;1446;1504;;;;;;;;;;;0,001646371;0,050001708;0,054845726;0,077367769;0,050684082;0,087497943;0,109382754;0,021450819;0,012826011;0,029483778;0,015147686;0,011698606;0,017377209;0,008566281;0,01072359;0,007675179;0,012226809;0,014594979;0,010782128;0,009643265;0,228479348;0,311552613;0,269126109;0,127060587;0,200687118;0,111486232;0,062605072;0,092766473;0,137004076;0,222688128;1,740056152;0,880428474;1,203314455;0,520713622;0,744167814;0,482830956;0,721135266;0,449866652;0,383607498;0,453454998;0,018212163;0,003637891;0,053080754;0,093901601;0,030940966;0,121834898;0,129600624;0,032660746;0,035679839;0,030393982;0,025061716;0,054459314;0,000787201;0,017813156;0,020777093;0,046269114;0,049837118;0,015350994;0,025437488;0,023174076;1,52186E+12;1,58009E+12;1,81162E+12;1,91441E+12;2,05821E+12;2,03629E+12;1,9481E+12;1,90419E+12;2,00534E+12;2,25962E+12;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
238;318;3303;KABUPATEN PURBALINGGA;3303;16630;18426;19984;21440;23190;24918;25094;26394;28824;31225;;;;;;;;;;;0,083468513;0,067929817;0,011444832;0,032461476;0,005743484;0,009441493;0,044039091;0,040023947;0,001281571;0,028568556;0,150557675;0,137550226;0,144205429;0,181746645;0,145079512;0,147350594;0,160603662;0,183898188;0,151366798;0,165022238;0,088257721;0,116390935;0,164990261;0,198808887;0,140540519;0,127082582;0,068782416;0,098487133;0,112994741;0,067236033;1,249686787;1,196553664;1,260415072;1,439694041;1,101941679;1,146741523;1,104255234;1,462996244;1,073545328;1,133296587;0,008167684;0,033258919;0,005726597;0,019434052;0,034067106;0,018347866;0,095875805;0,008439466;0,021635565;0,004912025;0,125803261;0,168684159;0,091765167;0,058446969;0,064226481;0,062597574;0,091960413;0,109130693;0,05589271;0,051609192;2,23256E+12;1,94743E+12;2,26748E+12;2,40647E+12;2,62192E+12;2,84633E+12;2,76999E+12;2,85744E+12;2,88908E+12;3,02006E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239;319;3214;KABUPATEN PURWAKARTA;3214;45497;50117;54576;58557;63073;67572;66972;70778;76478;82129;;;;;;;;;;;0,034555614;0,110053225;0,197753091;0,104578377;0,048182455;0,008171333;0,053648721;0,031004941;0,047607769;0,052334427;0,183725821;0,188178692;0,181104304;0,219595126;0,178995877;0,193723397;0,194793269;0,214642514;0,249068242;0,233940808;0,214299796;0,19846621;0,158735272;0,205835152;0,118828484;0,144362047;0,107266101;0,12760124;0,094113383;0,092936388;0,720201249;0,519784953;0,50173922;0,583343873;0,789609182;0,904262649;0,79680153;0,907847427;0,810384339;0,727382178;0,071143179;0,088986631;0,25211624;0,169134552;0,115149518;0,016601676;0,081515612;0,001573834;0,075041727;0,065587453;0,037926662;0,007332282;0,008890323;0,007534618;0,075386186;0,017839983;0,021271205;0,02154515;0,024752128;0,015706359;2,2384E+12;1,97123E+12;2,32392E+12;2,59233E+12;2,75576E+12;2,71847E+12;2,76575E+12;2,92062E+12;2,88906E+12;3,06138E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;320;3306;KABUPATEN PURWOREJO;3306;12660;13866;15014;16155;17416;18673;18646;19603;21353;23188;;;;;;;;;;;0,052304914;0,166624149;0,077688631;0,027618789;0,193840095;0,000950007;0,056922595;0,028122089;0,059739432;0,009499374;0,138960645;0,126966225;0,123537524;0,141197936;0,14000088;0,129069872;0,140658769;0,191361695;0,151086376;0,168372898;0,149947837;0,141424735;0,139349764;0,205341083;0,172101088;0,149757725;0,119442372;0,1247789;0,178779368;0,115319312;1,482438201;1,297530858;1,269056107;1,256422428;1,073615373;0,990995209;0,933333251;1,357701876;0,742318497;0,926208974;0,000645199;0,070081347;0,032512324;0,043622318;0,133767859;0,013156881;0,143605475;0,046896508;0,053775901;0,042285886;0,142861306;0,132606113;0,164189595;0,08312044;0,052255079;0,040433952;0,068374987;0,124120988;0,061655856;0,039214474;2,37659E+12;1,98825E+12;2,41564E+12;1,73321E+11;2,77296E+12;2,98723E+12;3,10846E+12;3,30336E+12;3,45622E+12;3,51195E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241;322;1702;KABUPATEN REJANG LEBONG;1702;5931;6576;7256;7947;8685;9370;9537;10092;10993;11899;;;;;;;;;;;0,105392339;0,020832798;0,034440953;0,030697317;0,013795143;0,043334027;0,134226791;0,032031711;0,014560515;0,026636441;0,081053897;0,067593816;0,072147504;0,108104102;0,080251302;0,069764304;0,069289946;0,069091783;0,073869544;0,062596943;0,222947872;0,21609864;0,206939394;0,156173684;0,154988503;0,169028079;0,081902134;0,104427784;0,099983125;0,121193313;1,690331457;0,917559014;1,009573206;1,388060906;0,905177818;0,771581747;0,75435015;0,776431426;0,964827541;0,94346384;0,010814031;0,069837258;0,054568541;0,04815514;0,001863586;0,022261714;0,155324898;0,043653468;0,001089883;0,042353437;0,154484533;0,159879056;0,141670166;0,158990893;0,110258597;0,036095055;0,00381921;0,015701379;0,031254659;0,048423583;1,32466E+12;1,40516E+12;1,47347E+12;1,48775E+12;1,5137E+12;1,63281E+12;1,56343E+12;1,54028E+12;1,53545E+12;1,5285E+12;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;323;3317;KABUPATEN REMBANG;3317;12822;13898;14872;16325;17690;18934;18944;20071;22107;24130;;;;;;;;;;;0,097159066;0,088863333;0,01985376;0,107940837;0,014550937;0,02059244;0,007097825;0,08226277;0,017621688;0,020837542;0,124497932;0,137068517;0,14964089;0,174375833;0,166120497;0,169298814;0,173915571;0,211423963;0,191744677;0,180466099;0,118703572;0,042914665;0,199241716;0,193413694;0,170526776;0,111119461;0,084184738;0,101983192;0,140714231;0,15914647;1,182438389;1,060000488;1,295124011;1,395956867;1,057276288;1,056843385;1,063176429;1,298321099;0,944681801;0,906593919;0,042708345;0,182631493;0,104744347;0,052369074;0,025374757;0,01969593;0,068038599;0,003203672;0,095915785;0,053275125;0,157630459;0,281491695;0,137312407;0,068028014;0,042383202;0,02203403;0,034778406;0,069763195;0,015510842;0,010396376;1,45084E+12;1,63256E+12;1,79981E+12;1,69974E+12;2,08338E+12;2,14303E+12;2,34646E+12;2,50408E+12;2,53996E+12;2,6557E+12;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;324;1407;KABUPATEN ROKAN HILIR;1407;74546;70693;73268;73997;78683;74714;67892;80103;96084;96108;;;;;;;;;;;0,085662063;0,308693714;0,386872832;0,124081784;0,012155114;0,071387014;0,104961234;0,042580066;0,033358686;0,0064004;0,03601026;0,067931491;0,059258737;0,111639326;0,061765266;0,055359939;0,057175561;0,071025694;0,067495509;0,068781375;0,308138728;0,218868458;0,215927251;0,218836732;0,133812286;0,155408136;0,162369203;0,147464164;0,178463333;0,131286815;0,574457035;0,775115191;0,529638598;1,582804285;1,01913713;0,919401234;0,831082063;0,996770826;0,706714695;0,743370912;0,328581923;0,222808152;0,336907753;0,002115342;0,061312399;0,098881465;0,042620445;0,046540851;0,007358676;0,025134126;0,314130806;0,156932296;0,004728205;0,020339739;0,088595664;0,107980225;0,049382425;0,102882645;0,002407662;0,001580055;8,98769E+12;6,17948E+12;5,96886E+12;5,55041E+12;5,63017E+12;5,96643E+12;5,7935E+12;5,72963E+12;5,64921E+12;6,31944E+12;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;327;5320;KABUPATEN SABU RAIJUA;5320;870;969;1079;1190;1306;1424;1415;1451;1546;1639;;;;;;;;;;;0,088393271;0,032724984;0,05162999;0,152229482;0,092829781;0,087798136;0,121326412;0,094795155;0,042100207;0,000546283;0,060843417;0,060951327;0,056403128;0,089041697;0,055317528;0,050985111;0,057687751;0,048539832;0,054495713;0,037846637;0,360744458;0,472326997;0,388962946;0,210115394;0,275083041;0,240894071;0,238330455;0,247273442;0,237764651;0,229352578;1,279382321;0,872274605;0,626899678;0,686215506;0,471553028;0,399250864;0,505265657;0,401802551;0,586596588;0,574465405;0,120732952;0,045475016;0,030788175;0,310914324;0,17414816;0,154302666;0,233564054;0,125353866;0,094875513;0,045389608;0,302717283;0,250951297;0,169356013;0,20581648;0,222662313;0,134338447;0,155142862;0,104473474;0,096825044;0,117546512;7,72374E+11;8,64922E+11;1,02372E+12;1,1493E+12;1,24944E+12;1,30408E+12;1,34412E+12;1,4059E+12;1,37708E+12;1,48682E+12;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
245;328;6101;KABUPATEN SAMBAS;6101;13216;14634;16026;17507;19013;20583;20670;22293;24386;26190;;;;;;;;;;;0,027723877;0,091194279;0,033365735;0,048406774;0,064657086;0,055342236;0,068033032;0,065229532;0,029296178;0,003425948;0,09923642;0,061057844;0,066669366;0,122596198;0,075116244;0,081126207;0,077666979;0,080052933;0,098218895;0,123631433;0,253867426;0,209826558;0,20633928;0,194962583;0,168499452;0,185210851;0,140477903;0,153695343;0,122548386;0,113554145;2,314795908;0,961353516;1,111988165;1,96674129;1,230515241;1,133917591;0,854969425;1,122304551;0,886019311;0,977221765;0,041256028;0,072462536;0,024060693;0,038403738;0,050243153;0,055498398;0,072660805;0,056726189;0,04368734;0,0087678;0,05607816;0,04363699;0,008185253;0,017354474;0,026019079;0,017851601;0,011655146;0,038680497;0,010048421;0,009806891;2,53295E+12;1,95513E+12;2,16354E+12;2,31003E+12;2,42326E+12;2,62753E+12;2,68747E+12;2,967E+12;3,11345E+12;3,20795E+12;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;329;1217;KABUPATEN SAMOSIR;1217;2838;3144;3443;3752;4085;4435;4543;4755;5166;5656;;;;;;;;;;;0,022899264;0,075396839;0,034706402;0,009959094;0,035029691;0,002588458;0,137674141;0,053918564;0,019231339;0,010282049;0,060045567;0,050549606;0,050404375;0,087677295;0,059109799;0,068350116;0,075605087;0,072556161;0,078038777;0,08024407;0,292800131;0,265691172;0,29027273;0,259511849;0,231727357;0,191919652;0,133544498;0,178528588;0,192554103;0,176859372;1,550035232;1,289588215;1,275520109;1,444574965;0,873958086;1,05500179;0,838597068;0,892859925;0,757839665;0,921702301;0,121824991;0,035233004;0,046682423;0,04212653;0,042030111;0,037589689;0,137592691;0,123687166;0,049842202;0,013711709;0,179699774;0,155078166;0,094878924;0,038842228;0,030444194;0,057094641;0,04584325;0,080787596;0,086745297;0,066878167;1,76639E+12;1,26219E+12;1,59327E+12;1,47714E+12;1,54182E+12;1,60509E+12;1,55577E+12;2,04991E+12;2,05436E+12;1,82611E+12;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
